Franchise,From,To,Yrs,G,W,L,W/L%,Plyfs,Div,Conf,Champ,Status,Year,Western Champion,Eastern Champion,Result,NBA Champion,NBA Vice-Champion,MVP Name,MVP Height (m),MVP Position,MVP Team,MVP status,player_id,player,num_seasons,first_seas,last_seas,season,team,age
,,,,,,,,,,,,,,,,,,,,,,,,4729.0,Javonte Green,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4730.0,Jaxson Hayes,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4731.0,Jaylen Hoard,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4732.0,Jaylen Nowell,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4733.0,Jeremiah Martin,2.0,2020.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4734.0,John Konchar,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4735.0,Jordan Bone,2.0,2020.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4736.0,Jordan McLaughlin,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4737.0,Jordan Poole,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4738.0,Josh Reaves,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4739.0,Juan Toscano-Anderson,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4740.0,Justin James,2.0,2020.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4741.0,Justin Robinson,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4742.0,Justin Wright-Foreman,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4743.0,Juwan Morgan,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4744.0,Kelan Martin,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4745.0,Keldon Johnson,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4746.0,Kendrick Nunn,3.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4747.0,Kevin Hervey,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4748.0,Kevin Porter Jr.,4.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4749.0,Ky Bowman,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4750.0,Kyle Alexander,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4751.0,Kyle Guy,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4752.0,KZ Okpala,4.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4753.0,Louis King,4.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4754.0,Luguentz Dort,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4755.0,Luka Šamanić,4.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4756.0,Malik Newman,2.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4757.0,Marial Shayok,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4758.0,Marko Guduric,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4759.0,Marques Bolden,3.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4760.0,Matisse Thybulle,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4761.0,Matt Mooney,2.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4762.0,Matt Thomas,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4763.0,Max Strus,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4764.0,Mfiondu Kabengele,3.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4765.0,Michael Frazier,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4766.0,Michael Porter Jr.,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4767.0,Miye Oni,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4768.0,Moses Brown,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4769.0,Mychal Mulder,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4770.0,Nassir Little,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4771.0,Naz Reid,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4772.0,Nic Claxton,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4773.0,Nickeil Alexander-Walker,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4774.0,Nicolò Melli,2.0,2020.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4775.0,Nigel Williams-Goss,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4776.0,Norvel Pelle,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4777.0,Oshae Brissett,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4778.0,P.J. Washington,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4779.0,Paul Watson,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4780.0,Quinndary Weatherspoon,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4781.0,Rayjon Tucker,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4782.0,RJ Barrett,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4783.0,Romeo Langford,4.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4784.0,Rui Hachimura,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4785.0,Sekou Doumbouya,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4786.0,Shamorie Ponds,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4787.0,Stanton Kidd,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4788.0,Tacko Fall,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4789.0,Talen Horton-Tucker,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4790.0,Tariq Owens,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4791.0,Terance Mann,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4792.0,Terence Davis,4.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4793.0,Tremont Waters,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4794.0,Ty Jerome,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4795.0,Tyler Cook,3.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4796.0,Tyler Herro,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4797.0,Vic Law,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4798.0,Vincent Poirier,2.0,2020.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4799.0,Vlatko Čančar,4.0,2020.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4800.0,Wenyen Gabriel,5.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4801.0,William Howard,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4802.0,Zach Norvell,1.0,2020.0,2020.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4803.0,Zion Williamson,4.0,2020.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4804.0,Zylan Cheatham,2.0,2020.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4805.0,Aaron Nesmith,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4806.0,Aleksej Pokusevski,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4807.0,Amida Brimah,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4808.0,Anthony Edwards,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4809.0,Anthony Gill,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4810.0,Anthony Lamb,3.0,2021.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4811.0,Armoni Brooks,3.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4812.0,Ashton Hagans,2.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4813.0,Brodric Thomas,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4814.0,Cameron Oliver,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4815.0,Cassius Stanley,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4816.0,Cassius Winston,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4817.0,Chuma Okeke,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4818.0,CJ Elleby,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4819.0,Cole Anthony,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4820.0,Dakota Mathias,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4821.0,Daniel Oturu,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4822.0,Deividas Sirvydis,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4823.0,Deni Avdija,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4824.0,Desmond Bane,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4825.0,Devin Cannady,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4826.0,Devin Vassell,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4827.0,Devon Dotson,3.0,2021.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4828.0,Didi Louzada,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4829.0,Dylan Windler,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4830.0,Elijah Bryant,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4831.0,Elijah Hughes,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4832.0,Facundo Campazzo,3.0,2021.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4833.0,Freddie Gillespie,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4834.0,Gabriel Deck,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4835.0,Grant Riller,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4836.0,Greg Whittington,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4837.0,Immanuel Quickley,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4838.0,Isaac Okoro,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4839.0,Isaiah Joe,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4840.0,Isaiah Stewart,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4841.0,Jaden McDaniels,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4842.0,Jae'Sean Tate,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4843.0,Jahmi'us Ramsey,3.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4844.0,Jalen Harris,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4845.0,Jalen Smith,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4846.0,James Wiseman,3.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4847.0,Jay Scrubb,3.0,2021.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4848.0,Jontay Porter,2.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4849.0,Jordan Nwora,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4850.0,Josh Green,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4851.0,Josh Hall,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4852.0,Karim Mané,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4853.0,Keljin Blevins,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4854.0,KJ Martin,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4855.0,Killian Hayes,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4856.0,Killian Tillie,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4857.0,Kira Lewis Jr.,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4858.0,Lamar Stevens,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4859.0,LaMelo Ball,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4860.0,Malachi Flynn,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4861.0,Malik Fitts,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4862.0,Mamadi Diakite,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4863.0,Markus Howard,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4864.0,Mason Jones,3.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4865.0,Naji Marshall,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4866.0,Nate Darling,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4867.0,Nate Hinton,3.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4868.0,Nathan Knight,3.0,2021.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4869.0,Nick Richards,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4870.0,Nico Mannion,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4871.0,Obi Toppin,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4872.0,Onyeka Okongwu,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4873.0,Patrick Williams,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4874.0,Paul Reed,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4875.0,Payton Pritchard,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4876.0,Precious Achiuwa,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4877.0,R.J. Hampton,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4878.0,Reggie Perry,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4879.0,Robert Franks,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4880.0,Robert Woodard II,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4881.0,Saben Lee,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4882.0,Saddiq Bey,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4883.0,Sam Merrill,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4884.0,Sean McDermott,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4885.0,Skylar Mays,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4886.0,Théo Maledon,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4887.0,Tre Jones,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4888.0,Trent Forrest,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4889.0,Ty-Shon Alexander,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4890.0,Tyler Bey,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4891.0,Tyrell Terry,2.0,2021.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4892.0,Tyrese Haliburton,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4893.0,Tyrese Maxey,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4894.0,Udoka Azubuike,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4895.0,Vernon Carey Jr.,3.0,2021.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4896.0,Will Magnay,1.0,2021.0,2021.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4897.0,Xavier Tillman Sr.,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4898.0,Zeke Nnaji,4.0,2021.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4899.0,Aaron Henry,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4900.0,Aaron Wiggins,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4901.0,Ade Murkey,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4902.0,Ahmad Caver,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4903.0,Aleem Ford,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4904.0,Alperen Sengun,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4905.0,Arnoldas Kulboka,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4906.0,Austin Reaves,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4907.0,Ayo Dosunmu,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4908.0,Bones Hyland,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4909.0,Brandon Boston Jr.,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4910.0,Brandon Williams,2.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4911.0,Braxton Key,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4912.0,Cade Cunningham,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4913.0,Cam Thomas,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4914.0,Cameron McGriff,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4915.0,Carlik Jones,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4916.0,Cat Barber,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4917.0,Charles Bassey,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4918.0,Chaundee Brown Jr.,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4919.0,Chris Duarte,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4920.0,Corey Kispert,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4921.0,Craig Sword,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4922.0,Daishen Nix,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4923.0,Dalano Banton,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4924.0,David Duke Jr.,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4925.0,David Johnson,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4926.0,Davion Mitchell,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4927.0,Day'Ron Sharpe,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4928.0,DeJon Jarreau,2.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4929.0,Duane Washington Jr.,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4930.0,Eugene Omoruyi,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4931.0,Evan Mobley,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4932.0,Feron Hunt,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4933.0,Franz Wagner,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4934.0,Gabe York,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4935.0,Gabriel Lundberg,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4936.0,Georgios Kalaitzakis,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4937.0,Greg Brown III,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4938.0,Hassani Gravett,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4939.0,Herbert Jones,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4940.0,Isaiah Jackson,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4941.0,Isaiah Livers,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4942.0,Isaiah Todd,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4943.0,Ish Wainright,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4944.0,Jaden Springer,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4945.0,Jaime Echenique,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4946.0,Jalen Green,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4947.0,Jalen Johnson,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4948.0,Jalen Suggs,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4949.0,James Bouknight,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4950.0,Jamorko Pickett,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4951.0,JaQuori McLaughlin,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4952.0,Jared Butler,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4953.0,Jarron Cumberland,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4954.0,Javin DeLaurier,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4955.0,Javonte Smart,2.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4956.0,Jay Huff,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4957.0,Jaysean Paige,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4958.0,Jeff Dowtin,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4959.0,Jeremiah Robinson-Earl,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4960.0,Jericho Sims,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4961.0,Jock Landale,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4962.0,Joe Wieskamp,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4963.0,Joel Ayayi,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4964.0,Jon Teske,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4965.0,Jonathan Kuminga,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4966.0,Jordan Goodwin,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4967.0,Jordan Schakel,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4968.0,Jose Alvarado,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4969.0,Josh Christopher,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4970.0,Josh Giddey,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4971.0,Joshua Primo,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4972.0,JT Thor,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4973.0,Justin Champagnie,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4974.0,Kai Jones,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4975.0,Keifer Sykes,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4976.0,Keon Johnson,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4977.0,Kessler Edwards,3.0,2022.0,2024.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4978.0,Kevin Pangos,1.0,2022.0,2022.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4979.0,Leandro Bolmaro,2.0,2022.0,2023.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,4980.0,Lindell Wigginton,3.0,2022.0,2024.0,,,
